benchmark,method,sample_index,correct,predicted_answer,gt_answer,model_response,detector_summary,preprocess_time_sec,yolo_time_sec,processor_time_sec,prefill_time_sec,decode_time_sec,output_time_sec,input_time_with_preprocess_sec,total_time_sec,text_tokens,image_tokens,total_tokens,prefill_tokens_per_sec,decode_tokens_per_sec,prefill_mem_peak_allocated_mb,decode_mem_peak_allocated_mb,overall_peak_allocated_mb,num_objects,n_detections,n_crops_sent,smol_time_sec,smol_peak_mem_mb,smol_description,question,num_vlm_images
hrbench_4k,Smol_YOLO_Qwen_4B,10,1,C,C,C,"person:0.25, class_75:0.38, class_67:0.29",8.098621300006926,0.5305145000020275,0.019966100000601728,0.019966100000601728,0.5951646999965305,0.5951646999965305,8.118587400007527,8.713752100004058,323.0,467.0,790.0,39567.06617597785,3.360414352550914,3371.13623046875,3371.13623046875,3371.13623046875,3.0,7,3,7.568106800004898,949.68994140625,"The image depicts a young woman standing in front of a doorway or a wall, looking upwards with a focused expression. She has long, dark hair that is parted in the middle, and she is wearing a white sleeveless top and light blue shorts. The top has a lace trim around the neckline and a small blue tag with the word ""SUSE"" visible on it. She is also wearing a wristwatch on her left wrist and a hand-bracelet on her right wrist.

The woman is holding a smartphone in her right hand, which she appears to be using to browse the internet. She is standing on a concrete or stone surface, which appears to be part of a building or a structure. The background includes a portion of the wall, which is painted in a light color, possibly white or light gray, and there is a brick wall to the right of the woman. The brick wall has a reddish-brown hue, and there is a small, rectangular object, possibly a trash bin or a box, visible on the right side of the image.

The woman's posture suggests she is either looking at something or is engaged in some activity, such as browsing the internet or perhaps checking something on her phone. Her expression is neutral","Is the mailbox on the left or right side of the woman?

Options:
A. Directly above
B. In front
C. Right
D. Left",3
hrbench_4k,Smol_YOLO_Qwen_4B,11,1,D,D,D,"person:0.25, class_75:0.38, class_67:0.29",8.157874000004085,0.3793519000028027,0.020258700002159458,0.020258700002159458,0.6362057000005734,0.6362057000005734,8.178132700006245,8.814338400006818,323.0,467.0,790.0,38995.59201310008,3.143637348735161,3371.13623046875,3371.13623046875,3371.13623046875,3.0,7,3,7.7785221000012825,949.68994140625,"The image depicts a young woman standing in front of a doorway or a wall, looking upwards with a focused expression. She has long, dark hair that is parted in the middle, and she is wearing a white sleeveless top and light blue shorts. The top has a lace trim around the neckline and a small blue tag with the word ""SUSE"" visible on it. She is also wearing a wristwatch on her left wrist and a hand-bracelet on her right wrist.

The woman is holding a smartphone in her right hand, which she appears to be using to browse the internet. She is standing on a concrete or stone surface, which appears to be part of a building or a structure. The background includes a portion of the wall, which is painted in a light color, possibly white or light gray, and there is a brick wall to the right of the woman. The brick wall has a reddish-brown hue, and there is a small, rectangular object, possibly a trash bin or a box, visible on the right side of the image.

The woman's posture suggests she is either looking at something or is engaged in some activity, such as browsing the internet or perhaps checking something on her phone. Her expression is neutral","Is the mailbox on the left or right side of the woman?

Options:
A. Directly above
B. In front
C. Left
D. Right",3
hrbench_4k,Smol_YOLO_Qwen_4B,12,1,A,A,A,"person:0.36, person:0.69, person:0.72, person:0.88, class_34:0.29, person:0.91",8.414882500001113,0.4130980999980238,0.026327699997636955,0.026327699997636955,0.9662521999998717,0.9662521999998717,8.44121019999875,9.407462399998622,331.0,834.0,1165.0,44249.972466435145,2.069852984552341,3672.97509765625,3672.97509765625,3672.97509765625,6.0,27,6,8.001784400003089,949.68994140625,"The image depicts a golf course with a clear, sunny day. The primary focus is on three individuals engaged in golf, all of whom are positioned on the grass. The background reveals a well-maintained golf course with a well-maintained green surface, suggesting a well-maintained golf course.

In the foreground, there are several white, rectangular signs arranged in a grid pattern. These signs are labeled with the word ""ELEVATE"" in large, bold letters. The signs are positioned in a way that suggests they are part of a golf course setup, likely for a beginner or intermediate level of golf.

The individuals in the image are all engaged in golf, with one person holding a golf club and the other two standing, observing the activity. The person in the center is wearing a blue and white striped shirt and a cap, while the other two individuals are wearing red shirts and hats.

The individuals are standing in a line, with the person in the center holding the golf club and the other two standing, observing the activity. The person in the center is holding a golf ball in their hand, which is positioned near the green grass. The person on the left is holding a golf bag, which is positioned near the green grass.","What is written on the white board in front of the girl in purple shorts?

Options:
A. ELEVATE
B. ELEVATE.
C. ELVTE
D. CeVaY",6
hrbench_4k,Smol_YOLO_Qwen_4B,13,1,B,B,B,"person:0.36, person:0.69, person:0.72, person:0.88, class_34:0.29, person:0.91",8.08884240000043,0.35150940000312403,0.024203200002375524,0.024203200002375524,0.9470284999988507,0.9470284999988507,8.113045600002806,9.060074100001657,331.0,834.0,1165.0,48134.1310192725,2.111868861393746,3672.97509765625,3672.97509765625,3672.97509765625,6.0,27,6,7.737332999997307,949.68994140625,"The image depicts a golf course with a clear, sunny day. The primary focus is on three individuals engaged in golf, all of whom are positioned on the grass. The background reveals a well-maintained golf course with a well-maintained green surface, suggesting a well-maintained golf course.

In the foreground, there are several white, rectangular signs arranged in a grid pattern. These signs are labeled with the word ""ELEVATE"" in large, bold letters. The signs are positioned in a way that suggests they are part of a golf course setup, likely for a beginner or intermediate level of golf.

The individuals in the image are all engaged in golf, with one person holding a golf club and the other two standing, observing the activity. The person in the center is wearing a blue and white striped shirt and a cap, while the other two individuals are wearing red shirts and hats.

The individuals are standing in a line, with the person in the center holding the golf club and the other two standing, observing the activity. The person in the center is holding a golf ball in their hand, which is positioned near the green grass. The person on the left is holding a golf bag, which is positioned near the green grass.","What is written on the white board in front of the girl in purple shorts?

Options:
A. ELVTE
B. ELEVATE
C. CeVaY
D. ELEVATE.",6
hrbench_4k,Smol_YOLO_Qwen_4B,14,0,A,C,A,"person:0.36, person:0.69, person:0.72, person:0.88, class_34:0.29, person:0.91",8.717349999998987,0.3406740999998874,0.024999100001878105,0.024999100001878105,0.9598647999955574,0.9598647999955574,8.742349100000865,9.702213899996423,331.0,834.0,1165.0,46601.67765689473,2.083626777447466,3672.97509765625,3672.97509765625,3672.97509765625,6.0,27,6,8.3766758999991,949.68994140625,"The image depicts a golf course with a clear, sunny day. The primary focus is on three individuals engaged in golf, all of whom are positioned on the grass. The background reveals a well-maintained golf course with a well-maintained green surface, suggesting a well-maintained golf course.

In the foreground, there are several white, rectangular signs arranged in a grid pattern. These signs are labeled with the word ""ELEVATE"" in large, bold letters. The signs are positioned in a way that suggests they are part of a golf course setup, likely for a beginner or intermediate level of golf.

The individuals in the image are all engaged in golf, with one person holding a golf club and the other two standing, observing the activity. The person in the center is wearing a blue and white striped shirt and a cap, while the other two individuals are wearing red shirts and hats.

The individuals are standing in a line, with the person in the center holding the golf club and the other two standing, observing the activity. The person in the center is holding a golf ball in their hand, which is positioned near the green grass. The person on the left is holding a golf bag, which is positioned near the green grass.","What is written on the white board in front of the girl in purple shorts?

Options:
A. ELEVATE.
B. ELVTE
C. ELEVATE
D. CeVaY",6
hrbench_4k,Smol_YOLO_Qwen_4B,15,0,C,D,C,"person:0.36, person:0.69, person:0.72, person:0.88, class_34:0.29, person:0.91",8.449397899996256,0.3283824999962235,0.02524680000351509,0.02524680000351509,0.9581461999987368,0.9581461999987368,8.474644699999772,9.432790899998508,331.0,834.0,1165.0,46144.461865971054,2.0873641204261277,3672.97509765625,3672.97509765625,3672.97509765625,6.0,27,6,8.121015400000033,949.68994140625,"The image depicts a golf course with a clear, sunny day. The primary focus is on three individuals engaged in golf, all of whom are positioned on the grass. The background reveals a well-maintained golf course with a well-maintained green surface, suggesting a well-maintained golf course.

In the foreground, there are several white, rectangular signs arranged in a grid pattern. These signs are labeled with the word ""ELEVATE"" in large, bold letters. The signs are positioned in a way that suggests they are part of a golf course setup, likely for a beginner or intermediate level of golf.

The individuals in the image are all engaged in golf, with one person holding a golf club and the other two standing, observing the activity. The person in the center is wearing a blue and white striped shirt and a cap, while the other two individuals are wearing red shirts and hats.

The individuals are standing in a line, with the person in the center holding the golf club and the other two standing, observing the activity. The person in the center is holding a golf ball in their hand, which is positioned near the green grass. The person on the left is holding a golf bag, which is positioned near the green grass.","What is written on the white board in front of the girl in purple shorts?

Options:
A. ELVTE
B. CeVaY
C. ELEVATE.
D. ELEVATE",6
hrbench_4k,Smol_YOLO_Qwen_4B,16,1,A,A,A,"person:0.29, person:0.37",8.249441699997988,0.3131181999997352,0.017362600003252737,0.017362600003252737,0.5878796000033617,0.5878796000033617,8.26680430000124,8.854683900004602,338.0,451.0,789.0,45442.502842442234,3.402057155901588,3371.50390625,3371.50390625,3371.50390625,2.0,9,2,7.936323499998252,949.68994140625,"The image depicts a person engaged in an activity that involves a variety of equipment and tools. The individual is dressed in a red t-shirt and black athletic pants, which suggests they are either a sports or athletic enthusiast. They are holding a pair of black and red gloves, which are typical for sports gear. The gloves are designed to protect the hands from the sun and other potential hazards during outdoor activities.

The person is also wearing a black and white striped athletic vest, which is a common piece of gear for sports and athletic activities. This vest is designed to provide protection from the sun and other elements, as well as to provide a secure fit for the equipment.

In the background, there is a grassy area with a few other people visible. The grass is green and lush, indicating that the location is likely a park or a sports field. The people in the background are not clearly visible, but they are likely spectators or participants in the activity.

The person in the foreground is holding a black and red object, which appears to be a golf club or similar equipment. This object is likely used for golfing or similar outdoor activities. The club is held in the person's hand, and it is likely that they are using it to swing at a","What is the text written on the blue golf ball holder?

Options:
A. NEW MEXICO MUTUAL
B. NEW YORK MUTUAL
C. MUTUAL INSURANCE
D. NEW MEXICO INSURANCE",2
hrbench_4k,Smol_YOLO_Qwen_4B,17,1,B,B,B,"person:0.29, person:0.37",8.752028700000665,0.3762074999976903,0.01634829999966314,0.01634829999966314,0.601098400002229,0.601098400002229,8.768377000000328,9.369475400002557,338.0,451.0,789.0,48261.898791694395,3.3272422618203334,3371.50390625,3371.50390625,3371.50390625,2.0,9,2,8.375821200002974,949.68994140625,"The image depicts a person engaged in an activity that involves a variety of equipment and tools. The individual is dressed in a red t-shirt and black athletic pants, which suggests they are either a sports or athletic enthusiast. They are holding a pair of black and red gloves, which are typical for sports gear. The gloves are designed to protect the hands from the sun and other potential hazards during outdoor activities.

The person is also wearing a black and white striped athletic vest, which is a common piece of gear for sports and athletic activities. This vest is designed to provide protection from the sun and other elements, as well as to provide a secure fit for the equipment.

In the background, there is a grassy area with a few other people visible. The grass is green and lush, indicating that the location is likely a park or a sports field. The people in the background are not clearly visible, but they are likely spectators or participants in the activity.

The person in the foreground is holding a black and red object, which appears to be a golf club or similar equipment. This object is likely used for golfing or similar outdoor activities. The club is held in the person's hand, and it is likely that they are using it to swing at a","What is the text written on the blue golf ball holder?

Options:
A. MUTUAL INSURANCE
B. NEW MEXICO MUTUAL
C. NEW YORK MUTUAL
D. NEW MEXICO INSURANCE",2
hrbench_4k,Smol_YOLO_Qwen_4B,18,1,C,C,C,"person:0.29, person:0.37",8.384213500001351,0.34898919999977807,0.01555250000092201,0.01555250000092201,0.5796052000005147,0.5796052000005147,8.399766000002273,8.979371200002788,338.0,451.0,789.0,50731.393663605544,3.4506246665803273,3371.50390625,3371.50390625,3371.50390625,2.0,9,2,8.035224300001573,949.68994140625,"The image depicts a person engaged in an activity that involves a variety of equipment and tools. The individual is dressed in a red t-shirt and black athletic pants, which suggests they are either a sports or athletic enthusiast. They are holding a pair of black and red gloves, which are typical for sports gear. The gloves are designed to protect the hands from the sun and other potential hazards during outdoor activities.

The person is also wearing a black and white striped athletic vest, which is a common piece of gear for sports and athletic activities. This vest is designed to provide protection from the sun and other elements, as well as to provide a secure fit for the equipment.

In the background, there is a grassy area with a few other people visible. The grass is green and lush, indicating that the location is likely a park or a sports field. The people in the background are not clearly visible, but they are likely spectators or participants in the activity.

The person in the foreground is holding a black and red object, which appears to be a golf club or similar equipment. This object is likely used for golfing or similar outdoor activities. The club is held in the person's hand, and it is likely that they are using it to swing at a","What is the text written on the blue golf ball holder?

Options:
A. MUTUAL INSURANCE
B. NEW MEXICO INSURANCE
C. NEW MEXICO MUTUAL
D. NEW YORK MUTUAL",2
hrbench_4k,Smol_YOLO_Qwen_4B,19,1,D,D,D,"person:0.29, person:0.37",8.566737099994498,0.40553150000050664,0.017836999999417458,0.017836999999417458,0.6045529999973951,0.6045529999973951,8.584574099993915,9.18912709999131,338.0,451.0,789.0,44233.895835945965,3.3082293860234215,3371.50390625,3371.50390625,3371.50390625,2.0,9,2,8.161205599993991,949.68994140625,"The image depicts a person engaged in an activity that involves a variety of equipment and tools. The individual is dressed in a red t-shirt and black athletic pants, which suggests they are either a sports or athletic enthusiast. They are holding a pair of black and red gloves, which are typical for sports gear. The gloves are designed to protect the hands from the sun and other potential hazards during outdoor activities.

The person is also wearing a black and white striped athletic vest, which is a common piece of gear for sports and athletic activities. This vest is designed to provide protection from the sun and other elements, as well as to provide a secure fit for the equipment.

In the background, there is a grassy area with a few other people visible. The grass is green and lush, indicating that the location is likely a park or a sports field. The people in the background are not clearly visible, but they are likely spectators or participants in the activity.

The person in the foreground is holding a black and red object, which appears to be a golf club or similar equipment. This object is likely used for golfing or similar outdoor activities. The club is held in the person's hand, and it is likely that they are using it to swing at a","What is the text written on the blue golf ball holder?

Options:
A. NEW MEXICO INSURANCE
B. NEW YORK MUTUAL
C. MUTUAL INSURANCE
D. NEW MEXICO MUTUAL",2
hrbench_4k,Smol_YOLO_Qwen_4B,20,0,B,A,B,"person:0.29, person:0.37",8.225901599995268,0.3381787999969674,0.015042599996377248,0.015042599996377248,0.5887370999989798,0.5887370999989798,8.240944199991645,8.829681299990625,318.0,451.0,769.0,51121.48167106753,3.397102034173599,3364.236328125,3364.236328125,3364.236328125,2.0,9,2,7.887722799998301,949.68994140625,"The image depicts a person engaged in an activity that involves a variety of equipment and tools. The individual is dressed in a red t-shirt and black athletic pants, which suggests they are either a sports or athletic enthusiast. They are holding a pair of black and red gloves, which are typical for sports gear. The gloves are designed to protect the hands from the sun and other potential hazards during outdoor activities.

The person is also wearing a black and white striped athletic vest, which is a common piece of gear for sports and athletic activities. This vest is designed to provide protection from the sun and other elements, as well as to provide a secure fit for the equipment.

In the background, there is a grassy area with a few other people visible. The grass is green and lush, indicating that the location is likely a park or a sports field. The people in the background are not clearly visible, but they are likely spectators or participants in the activity.

The person in the foreground is holding a black and red object, which appears to be a golf club or similar equipment. This object is likely used for golfing or similar outdoor activities. The club is held in the person's hand, and it is likely that they are using it to swing at a","What is the color of the golf ball holder?

Options:
A. Blue
B. Red
C. Black
D. White",2
hrbench_4k,Smol_YOLO_Qwen_4B,21,0,C,B,C,"person:0.29, person:0.37",8.303771200000483,0.3747785000014119,0.015198399996734224,0.015198399996734224,0.5949842999980319,0.5949842999980319,8.318969599997217,8.91395389999525,318.0,451.0,769.0,50597.43131943099,3.3614332344678934,3364.236328125,3364.236328125,3364.236328125,2.0,9,2,7.928992699999071,949.68994140625,"The image depicts a person engaged in an activity that involves a variety of equipment and tools. The individual is dressed in a red t-shirt and black athletic pants, which suggests they are either a sports or athletic enthusiast. They are holding a pair of black and red gloves, which are typical for sports gear. The gloves are designed to protect the hands from the sun and other potential hazards during outdoor activities.

The person is also wearing a black and white striped athletic vest, which is a common piece of gear for sports and athletic activities. This vest is designed to provide protection from the sun and other elements, as well as to provide a secure fit for the equipment.

In the background, there is a grassy area with a few other people visible. The grass is green and lush, indicating that the location is likely a park or a sports field. The people in the background are not clearly visible, but they are likely spectators or participants in the activity.

The person in the foreground is holding a black and red object, which appears to be a golf club or similar equipment. This object is likely used for golfing or similar outdoor activities. The club is held in the person's hand, and it is likely that they are using it to swing at a","What is the color of the golf ball holder?

Options:
A. Red
B. Blue
C. Black
D. White",2
