benchmark,method,sample_index,correct,predicted_answer,gt_answer,model_response,detector_summary,preprocess_time_sec,yolo_time_sec,processor_time_sec,prefill_time_sec,decode_time_sec,output_time_sec,input_time_with_preprocess_sec,total_time_sec,text_tokens,image_tokens,total_tokens,prefill_tokens_per_sec,decode_tokens_per_sec,prefill_mem_peak_allocated_mb,decode_mem_peak_allocated_mb,overall_peak_allocated_mb,num_objects,n_detections,n_crops_sent,smol_time_sec,smol_peak_mem_mb,smol_description,question,num_vlm_images
hrbench_4k,Thumb_Smol_YOLO_Qwen_4B,10,1,C,C,C,"person:0.25, class_75:0.38, class_67:0.29",8.098621300006926,0.5305145000020275,0.03657010000461014,0.03657010000461014,0.8681849999993574,0.8681849999993574,8.135191400011536,9.003376400010893,323.0,722.0,1045.0,28575.256831899944,2.3036564787475946,3565.5390625,3565.5390625,3565.5390625,3.0,7,3,7.568106800004898,949.68994140625,"The image depicts a young woman standing in front of a doorway or a wall, looking upwards with a focused expression. She has long, dark hair that is parted in the middle, and she is wearing a white sleeveless top and light blue shorts. The top has a lace trim around the neckline and a small blue tag with the word ""SUSE"" visible on it. She is also wearing a wristwatch on her left wrist and a hand-bracelet on her right wrist.

The woman is holding a smartphone in her right hand, which she appears to be using to browse the internet. She is standing on a concrete or stone surface, which appears to be part of a building or a structure. The background includes a portion of the wall, which is painted in a light color, possibly white or light gray, and there is a brick wall to the right of the woman. The brick wall has a reddish-brown hue, and there is a small, rectangular object, possibly a trash bin or a box, visible on the right side of the image.

The woman's posture suggests she is either looking at something or is engaged in some activity, such as browsing the internet or perhaps checking something on her phone. Her expression is neutral","Is the mailbox on the left or right side of the woman?

Options:
A. Directly above
B. In front
C. Right
D. Left",4
hrbench_4k,Thumb_Smol_YOLO_Qwen_4B,11,1,D,D,D,"person:0.25, class_75:0.38, class_67:0.29",8.157874000004085,0.3793519000028027,0.03661650000140071,0.03661650000140071,0.8892460000060964,0.8892460000060964,8.194490500005486,9.083736500011582,323.0,722.0,1045.0,28539.04660358104,2.249096425495632,3565.5390625,3565.5390625,3565.5390625,3.0,7,3,7.7785221000012825,949.68994140625,"The image depicts a young woman standing in front of a doorway or a wall, looking upwards with a focused expression. She has long, dark hair that is parted in the middle, and she is wearing a white sleeveless top and light blue shorts. The top has a lace trim around the neckline and a small blue tag with the word ""SUSE"" visible on it. She is also wearing a wristwatch on her left wrist and a hand-bracelet on her right wrist.

The woman is holding a smartphone in her right hand, which she appears to be using to browse the internet. She is standing on a concrete or stone surface, which appears to be part of a building or a structure. The background includes a portion of the wall, which is painted in a light color, possibly white or light gray, and there is a brick wall to the right of the woman. The brick wall has a reddish-brown hue, and there is a small, rectangular object, possibly a trash bin or a box, visible on the right side of the image.

The woman's posture suggests she is either looking at something or is engaged in some activity, such as browsing the internet or perhaps checking something on her phone. Her expression is neutral","Is the mailbox on the left or right side of the woman?

Options:
A. Directly above
B. In front
C. Left
D. Right",4
hrbench_4k,Thumb_Smol_YOLO_Qwen_4B,12,1,A,A,A,"person:0.36, person:0.69, person:0.72, person:0.88, class_34:0.29, person:0.91",8.414882500001113,0.4130980999980238,0.0491838000016287,0.0491838000016287,1.1656089999960386,1.1656089999960386,8.464066300002742,9.62967529999878,331.0,1089.0,1420.0,28871.29501894887,1.7158412469419824,3932.4599609375,3932.4599609375,3932.4599609375,6.0,27,6,8.001784400003089,949.68994140625,"The image depicts a golf course with a clear, sunny day. The primary focus is on three individuals engaged in golf, all of whom are positioned on the grass. The background reveals a well-maintained golf course with a well-maintained green surface, suggesting a well-maintained golf course.

In the foreground, there are several white, rectangular signs arranged in a grid pattern. These signs are labeled with the word ""ELEVATE"" in large, bold letters. The signs are positioned in a way that suggests they are part of a golf course setup, likely for a beginner or intermediate level of golf.

The individuals in the image are all engaged in golf, with one person holding a golf club and the other two standing, observing the activity. The person in the center is wearing a blue and white striped shirt and a cap, while the other two individuals are wearing red shirts and hats.

The individuals are standing in a line, with the person in the center holding the golf club and the other two standing, observing the activity. The person in the center is holding a golf ball in their hand, which is positioned near the green grass. The person on the left is holding a golf bag, which is positioned near the green grass.","What is written on the white board in front of the girl in purple shorts?

Options:
A. ELEVATE
B. ELEVATE.
C. ELVTE
D. CeVaY",7
hrbench_4k,Thumb_Smol_YOLO_Qwen_4B,13,1,B,B,B,"person:0.36, person:0.69, person:0.72, person:0.88, class_34:0.29, person:0.91",8.08884240000043,0.35150940000312403,0.04947619999438757,0.04947619999438757,1.1526195999977062,1.1526195999977062,8.138318599994818,9.290938199992524,331.0,1089.0,1420.0,28700.668203319587,1.7351778505275983,3932.4599609375,3932.4599609375,3932.4599609375,6.0,27,6,7.737332999997307,949.68994140625,"The image depicts a golf course with a clear, sunny day. The primary focus is on three individuals engaged in golf, all of whom are positioned on the grass. The background reveals a well-maintained golf course with a well-maintained green surface, suggesting a well-maintained golf course.

In the foreground, there are several white, rectangular signs arranged in a grid pattern. These signs are labeled with the word ""ELEVATE"" in large, bold letters. The signs are positioned in a way that suggests they are part of a golf course setup, likely for a beginner or intermediate level of golf.

The individuals in the image are all engaged in golf, with one person holding a golf club and the other two standing, observing the activity. The person in the center is wearing a blue and white striped shirt and a cap, while the other two individuals are wearing red shirts and hats.

The individuals are standing in a line, with the person in the center holding the golf club and the other two standing, observing the activity. The person in the center is holding a golf ball in their hand, which is positioned near the green grass. The person on the left is holding a golf bag, which is positioned near the green grass.","What is written on the white board in front of the girl in purple shorts?

Options:
A. ELVTE
B. ELEVATE
C. CeVaY
D. ELEVATE.",7
hrbench_4k,Thumb_Smol_YOLO_Qwen_4B,14,0,A,C,A,"person:0.36, person:0.69, person:0.72, person:0.88, class_34:0.29, person:0.91",8.717349999998987,0.3406740999998874,0.04732059999514604,0.04732059999514604,1.1396707999956561,1.1396707999956561,8.764670599994133,9.90434139998979,331.0,1089.0,1420.0,30008.072597254853,1.7548927286788634,3932.4599609375,3932.4599609375,3932.4599609375,6.0,27,6,8.3766758999991,949.68994140625,"The image depicts a golf course with a clear, sunny day. The primary focus is on three individuals engaged in golf, all of whom are positioned on the grass. The background reveals a well-maintained golf course with a well-maintained green surface, suggesting a well-maintained golf course.

In the foreground, there are several white, rectangular signs arranged in a grid pattern. These signs are labeled with the word ""ELEVATE"" in large, bold letters. The signs are positioned in a way that suggests they are part of a golf course setup, likely for a beginner or intermediate level of golf.

The individuals in the image are all engaged in golf, with one person holding a golf club and the other two standing, observing the activity. The person in the center is wearing a blue and white striped shirt and a cap, while the other two individuals are wearing red shirts and hats.

The individuals are standing in a line, with the person in the center holding the golf club and the other two standing, observing the activity. The person in the center is holding a golf ball in their hand, which is positioned near the green grass. The person on the left is holding a golf bag, which is positioned near the green grass.","What is written on the white board in front of the girl in purple shorts?

Options:
A. ELEVATE.
B. ELVTE
C. ELEVATE
D. CeVaY",7
hrbench_4k,Thumb_Smol_YOLO_Qwen_4B,15,1,D,D,D,"person:0.36, person:0.69, person:0.72, person:0.88, class_34:0.29, person:0.91",8.449397899996256,0.3283824999962235,0.04799080000520917,0.04799080000520917,1.1543277000018861,1.1543277000018861,8.497388700001466,9.651716400003352,331.0,1089.0,1420.0,29589.00455599544,1.7326102457705312,3932.4599609375,3932.4599609375,3932.4599609375,6.0,27,6,8.121015400000033,949.68994140625,"The image depicts a golf course with a clear, sunny day. The primary focus is on three individuals engaged in golf, all of whom are positioned on the grass. The background reveals a well-maintained golf course with a well-maintained green surface, suggesting a well-maintained golf course.

In the foreground, there are several white, rectangular signs arranged in a grid pattern. These signs are labeled with the word ""ELEVATE"" in large, bold letters. The signs are positioned in a way that suggests they are part of a golf course setup, likely for a beginner or intermediate level of golf.

The individuals in the image are all engaged in golf, with one person holding a golf club and the other two standing, observing the activity. The person in the center is wearing a blue and white striped shirt and a cap, while the other two individuals are wearing red shirts and hats.

The individuals are standing in a line, with the person in the center holding the golf club and the other two standing, observing the activity. The person in the center is holding a golf ball in their hand, which is positioned near the green grass. The person on the left is holding a golf bag, which is positioned near the green grass.","What is written on the white board in front of the girl in purple shorts?

Options:
A. ELVTE
B. CeVaY
C. ELEVATE.
D. ELEVATE",7
hrbench_4k,Thumb_Smol_YOLO_Qwen_4B,16,1,A,A,A,"person:0.29, person:0.37",8.249441699997988,0.3131181999997352,0.03727629999775672,0.03727629999775672,0.839010399999097,0.839010399999097,8.286717999995744,9.125728399994841,338.0,706.0,1044.0,28007.071518976605,2.3837606780585228,3566.06005859375,3566.06005859375,3566.06005859375,2.0,9,2,7.936323499998252,949.68994140625,"The image depicts a person engaged in an activity that involves a variety of equipment and tools. The individual is dressed in a red t-shirt and black athletic pants, which suggests they are either a sports or athletic enthusiast. They are holding a pair of black and red gloves, which are typical for sports gear. The gloves are designed to protect the hands from the sun and other potential hazards during outdoor activities.

The person is also wearing a black and white striped athletic vest, which is a common piece of gear for sports and athletic activities. This vest is designed to provide protection from the sun and other elements, as well as to provide a secure fit for the equipment.

In the background, there is a grassy area with a few other people visible. The grass is green and lush, indicating that the location is likely a park or a sports field. The people in the background are not clearly visible, but they are likely spectators or participants in the activity.

The person in the foreground is holding a black and red object, which appears to be a golf club or similar equipment. This object is likely used for golfing or similar outdoor activities. The club is held in the person's hand, and it is likely that they are using it to swing at a","What is the text written on the blue golf ball holder?

Options:
A. NEW MEXICO MUTUAL
B. NEW YORK MUTUAL
C. MUTUAL INSURANCE
D. NEW MEXICO INSURANCE",3
hrbench_4k,Thumb_Smol_YOLO_Qwen_4B,17,1,B,B,B,"person:0.29, person:0.37",8.752028700000665,0.3762074999976903,0.0361440999986371,0.0361440999986371,0.8304576000009547,0.8304576000009547,8.788172799999302,9.618630400000256,338.0,706.0,1044.0,28884.382237747417,2.408310791541556,3566.06005859375,3566.06005859375,3566.06005859375,2.0,9,2,8.375821200002974,949.68994140625,"The image depicts a person engaged in an activity that involves a variety of equipment and tools. The individual is dressed in a red t-shirt and black athletic pants, which suggests they are either a sports or athletic enthusiast. They are holding a pair of black and red gloves, which are typical for sports gear. The gloves are designed to protect the hands from the sun and other potential hazards during outdoor activities.

The person is also wearing a black and white striped athletic vest, which is a common piece of gear for sports and athletic activities. This vest is designed to provide protection from the sun and other elements, as well as to provide a secure fit for the equipment.

In the background, there is a grassy area with a few other people visible. The grass is green and lush, indicating that the location is likely a park or a sports field. The people in the background are not clearly visible, but they are likely spectators or participants in the activity.

The person in the foreground is holding a black and red object, which appears to be a golf club or similar equipment. This object is likely used for golfing or similar outdoor activities. The club is held in the person's hand, and it is likely that they are using it to swing at a","What is the text written on the blue golf ball holder?

Options:
A. MUTUAL INSURANCE
B. NEW MEXICO MUTUAL
C. NEW YORK MUTUAL
D. NEW MEXICO INSURANCE",3
hrbench_4k,Thumb_Smol_YOLO_Qwen_4B,18,1,C,C,C,"person:0.29, person:0.37",8.384213500001351,0.34898919999977807,0.037805500003742054,0.037805500003742054,0.8291473999997834,0.8291473999997834,8.422019000005093,9.251166400004877,338.0,706.0,1044.0,27615.02955645774,2.4121163498800366,3566.06005859375,3566.06005859375,3566.06005859375,2.0,9,2,8.035224300001573,949.68994140625,"The image depicts a person engaged in an activity that involves a variety of equipment and tools. The individual is dressed in a red t-shirt and black athletic pants, which suggests they are either a sports or athletic enthusiast. They are holding a pair of black and red gloves, which are typical for sports gear. The gloves are designed to protect the hands from the sun and other potential hazards during outdoor activities.

The person is also wearing a black and white striped athletic vest, which is a common piece of gear for sports and athletic activities. This vest is designed to provide protection from the sun and other elements, as well as to provide a secure fit for the equipment.

In the background, there is a grassy area with a few other people visible. The grass is green and lush, indicating that the location is likely a park or a sports field. The people in the background are not clearly visible, but they are likely spectators or participants in the activity.

The person in the foreground is holding a black and red object, which appears to be a golf club or similar equipment. This object is likely used for golfing or similar outdoor activities. The club is held in the person's hand, and it is likely that they are using it to swing at a","What is the text written on the blue golf ball holder?

Options:
A. MUTUAL INSURANCE
B. NEW MEXICO INSURANCE
C. NEW MEXICO MUTUAL
D. NEW YORK MUTUAL",3
hrbench_4k,Thumb_Smol_YOLO_Qwen_4B,19,1,D,D,D,"person:0.29, person:0.37",8.566737099994498,0.40553150000050664,0.03640040000027511,0.03640040000027511,0.8403925999955391,0.8403925999955391,8.603137499994773,9.443530099990312,338.0,706.0,1044.0,28681.003505239216,2.3798400890376907,3566.06005859375,3566.06005859375,3566.06005859375,2.0,9,2,8.161205599993991,949.68994140625,"The image depicts a person engaged in an activity that involves a variety of equipment and tools. The individual is dressed in a red t-shirt and black athletic pants, which suggests they are either a sports or athletic enthusiast. They are holding a pair of black and red gloves, which are typical for sports gear. The gloves are designed to protect the hands from the sun and other potential hazards during outdoor activities.

The person is also wearing a black and white striped athletic vest, which is a common piece of gear for sports and athletic activities. This vest is designed to provide protection from the sun and other elements, as well as to provide a secure fit for the equipment.

In the background, there is a grassy area with a few other people visible. The grass is green and lush, indicating that the location is likely a park or a sports field. The people in the background are not clearly visible, but they are likely spectators or participants in the activity.

The person in the foreground is holding a black and red object, which appears to be a golf club or similar equipment. This object is likely used for golfing or similar outdoor activities. The club is held in the person's hand, and it is likely that they are using it to swing at a","What is the text written on the blue golf ball holder?

Options:
A. NEW MEXICO INSURANCE
B. NEW YORK MUTUAL
C. MUTUAL INSURANCE
D. NEW MEXICO MUTUAL",3
hrbench_4k,Thumb_Smol_YOLO_Qwen_4B,20,0,B,A,B,"person:0.29, person:0.37",8.225901599995268,0.3381787999969674,0.04062329999578651,0.04062329999578651,0.7457393999939086,0.7457393999939086,8.266524899991055,9.012264299984963,318.0,706.0,1024.0,25207.208673500438,2.6819020156590043,3563.12890625,3563.12890625,3563.12890625,2.0,9,2,7.887722799998301,949.68994140625,"The image depicts a person engaged in an activity that involves a variety of equipment and tools. The individual is dressed in a red t-shirt and black athletic pants, which suggests they are either a sports or athletic enthusiast. They are holding a pair of black and red gloves, which are typical for sports gear. The gloves are designed to protect the hands from the sun and other potential hazards during outdoor activities.

The person is also wearing a black and white striped athletic vest, which is a common piece of gear for sports and athletic activities. This vest is designed to provide protection from the sun and other elements, as well as to provide a secure fit for the equipment.

In the background, there is a grassy area with a few other people visible. The grass is green and lush, indicating that the location is likely a park or a sports field. The people in the background are not clearly visible, but they are likely spectators or participants in the activity.

The person in the foreground is holding a black and red object, which appears to be a golf club or similar equipment. This object is likely used for golfing or similar outdoor activities. The club is held in the person's hand, and it is likely that they are using it to swing at a","What is the color of the golf ball holder?

Options:
A. Blue
B. Red
C. Black
D. White",3
